age,job,marital,education,has_credit,avg_year_balance,house_loan,loan,contact_type,day,month,last_contact_in_sec,num_compaign_contact,num_days_last_contact,num_prev_contact,prev_compaign_outcome,y
34,management,married,secondary,0,0,no,no,cellular,2,feb,270,1,-1,0,unknown,no
39,blue-collar,married,primary,0,385,yes,no,unknown,16,may,225,4,-1,0,unknown,no
38,management,married,tertiary,0,223,no,no,cellular,28,jan,63,1,-1,0,unknown,no
37,management,married,tertiary,0,0,yes,no,unknown,3,jun,247,13,-1,0,unknown,no
26,services,single,secondary,0,512,yes,yes,cellular,30,jan,206,5,239,3,failure,no
36,entrepreneur,married,tertiary,0,1169,yes,no,unknown,6,may,168,2,-1,0,unknown,no
35,management,single,tertiary,0,71,yes,no,unknown,21,may,836,12,-1,0,unknown,no
30,management,single,tertiary,0,940,no,no,cellular,8,aug,131,2,-1,0,unknown,no
25,technician,single,secondary,0,-80,yes,yes,unknown,3,jun,89,1,-1,0,unknown,no
34,technician,married,secondary,0,0,yes,no,cellular,29,aug,116,4,-1,0,unknown,no
52,unknown,married,unknown,0,1317,no,no,unknown,12,jun,58,1,-1,0,unknown,no
39,admin.,married,secondary,0,179,no,no,unknown,6,sep,36,1,-1,0,unknown,no
34,management,married,secondary,0,1007,yes,no,cellular,21,jul,240,2,-1,0,unknown,no
34,management,single,secondary,0,0,no,no,cellular,22,aug,132,4,-1,0,unknown,no
30,services,married,secondary,0,1286,yes,yes,cellular,17,jul,544,1,-1,0,unknown,no
33,services,married,secondary,0,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no
30,student,single,secondary,0,4,no,no,cellular,4,feb,443,2,-1,0,unknown,no
51,blue-collar,married,primary,0,0,yes,no,cellular,10,jul,324,1,-1,0,unknown,no
36,services,single,secondary,0,417,yes,no,cellular,6,feb,15,10,207,3,failure,no
48,blue-collar,married,primary,0,1678,no,no,cellular,28,jan,263,2,-1,0,unknown,no
37,services,divorced,secondary,0,532,yes,no,unknown,11,jun,199,1,-1,0,unknown,no
58,management,married,secondary,0,407,yes,no,cellular,29,jul,145,2,-1,0,unknown,no
56,management,divorced,tertiary,0,659,no,yes,cellular,2,jun,56,1,-1,0,unknown,no
34,blue-collar,married,secondary,0,393,yes,no,cellular,5,may,11,9,-1,0,unknown,no
33,admin.,divorced,secondary,0,661,yes,no,cellular,18,nov,411,1,173,2,other,no
26,services,single,secondary,0,0,no,no,cellular,29,jul,165,23,-1,0,unknown,no
40,management,single,unknown,0,838,yes,no,unknown,12,may,619,3,-1,0,unknown,no
35,services,married,secondary,0,195,yes,no,cellular,17,apr,203,1,-1,0,unknown,no
45,entrepreneur,married,secondary,0,68,yes,no,unknown,7,may,254,1,-1,0,unknown,no
37,technician,single,secondary,0,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown,yes
35,management,divorced,tertiary,0,321,yes,no,unknown,9,may,189,1,-1,0,unknown,no
43,services,single,secondary,0,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
28,blue-collar,married,secondary,0,8,yes,no,cellular,15,may,196,1,-1,0,unknown,no
32,blue-collar,divorced,secondary,0,739,yes,no,unknown,9,may,171,1,-1,0,unknown,no
26,unemployed,single,secondary,0,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,yes
35,services,married,secondary,0,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes
35,technician,single,secondary,0,2,no,no,cellular,11,aug,239,4,-1,0,unknown,no
39,blue-collar,married,secondary,0,1439,yes,no,telephone,28,jul,73,6,-1,0,unknown,no
42,blue-collar,divorced,secondary,0,1491,yes,no,cellular,6,may,203,2,334,2,failure,no
32,technician,single,secondary,0,6402,yes,no,cellular,6,may,158,1,167,1,success,no
30,unemployed,married,secondary,0,1210,no,no,cellular,9,jul,100,4,-1,0,unknown,no
26,management,single,tertiary,0,122,no,yes,cellular,8,jul,160,1,-1,0,unknown,no
30,student,single,secondary,0,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
32,management,married,tertiary,0,62,yes,no,cellular,14,may,166,1,-1,0,unknown,no
47,services,married,secondary,0,3333,yes,yes,cellular,29,jul,114,2,-1,0,unknown,no
33,technician,married,tertiary,0,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no
57,blue-collar,married,primary,0,23,yes,no,telephone,31,jul,25,8,-1,0,unknown,no
35,admin.,married,secondary,0,0,yes,no,cellular,7,may,121,2,-1,0,unknown,no
53,technician,married,tertiary,0,6072,no,yes,unknown,16,jun,226,4,-1,0,unknown,no
24,retired,single,secondary,0,366,no,yes,unknown,16,may,234,2,-1,0,unknown,no
54,management,divorced,tertiary,0,0,no,yes,cellular,10,jul,88,1,-1,0,unknown,no
31,management,married,tertiary,0,1343,yes,yes,unknown,21,may,85,1,-1,0,unknown,no
41,entrepreneur,married,secondary,0,2105,yes,no,cellular,18,nov,134,1,-1,0,unknown,no
44,unknown,married,secondary,0,2319,no,no,cellular,4,aug,251,3,-1,0,unknown,no
35,services,single,secondary,0,35,yes,no,cellular,14,may,152,1,-1,0,unknown,no
30,management,married,tertiary,0,877,no,no,cellular,13,aug,202,1,83,5,failure,no
43,blue-collar,single,primary,0,30,yes,no,unknown,30,may,379,17,-1,0,unknown,no
51,entrepreneur,married,secondary,1,-2082,no,yes,cellular,28,jul,123,6,-1,0,unknown,no
60,retired,married,secondary,0,89,no,no,cellular,30,apr,156,2,-1,0,unknown,no
43,self-employed,married,secondary,0,104,no,no,unknown,17,jun,332,1,-1,0,unknown,no
31,management,married,tertiary,0,1750,yes,no,telephone,14,may,90,3,-1,0,unknown,no
56,management,married,primary,0,772,yes,no,telephone,20,nov,291,1,-1,0,unknown,no
42,technician,married,secondary,0,1048,yes,no,telephone,6,feb,23,2,-1,0,unknown,no
52,entrepreneur,married,primary,0,592,no,no,cellular,21,jul,122,2,-1,0,unknown,no
40,technician,married,secondary,0,0,yes,yes,cellular,26,jul,105,2,172,1,failure,no
36,services,married,secondary,0,3064,yes,no,telephone,11,may,1143,4,-1,0,unknown,no
40,services,married,primary,0,33,no,no,unknown,26,may,70,3,-1,0,unknown,no
46,blue-collar,married,secondary,0,0,yes,no,cellular,8,may,264,2,-1,0,unknown,no
32,admin.,single,secondary,0,1649,no,no,cellular,27,may,204,2,-1,0,unknown,no
31,housemaid,single,tertiary,0,287,yes,no,cellular,19,nov,182,1,-1,0,unknown,no
41,technician,divorced,secondary,0,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no
58,housemaid,married,primary,0,419,no,yes,unknown,5,jun,295,3,-1,0,unknown,no
36,services,married,secondary,0,257,yes,no,cellular,12,may,86,2,-1,0,unknown,no
52,technician,married,secondary,0,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no
42,management,married,tertiary,0,251,no,no,cellular,20,aug,413,2,-1,0,unknown,no
32,management,single,tertiary,0,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown,no
62,management,married,tertiary,0,0,no,no,cellular,13,oct,78,3,-1,0,unknown,no
31,technician,single,tertiary,0,23,no,no,cellular,25,aug,121,3,-1,0,unknown,no
41,blue-collar,single,secondary,1,-386,no,yes,cellular,20,nov,477,1,-1,0,unknown,yes
34,self-employed,married,tertiary,0,5498,no,no,cellular,19,nov,265,1,-1,0,unknown,no
44,management,single,tertiary,0,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,yes
42,blue-collar,married,primary,0,7041,yes,no,cellular,28,jul,386,4,-1,0,unknown,no
37,entrepreneur,single,secondary,0,654,no,no,unknown,19,may,594,2,-1,0,unknown,no
47,management,married,tertiary,0,1890,no,no,cellular,8,jul,161,1,-1,0,unknown,no
32,unemployed,married,secondary,0,2400,yes,yes,cellular,5,feb,450,3,-1,0,unknown,no
46,blue-collar,married,secondary,0,519,yes,no,cellular,25,aug,217,6,-1,0,unknown,no
39,technician,single,tertiary,0,1190,no,no,cellular,8,aug,136,1,-1,0,unknown,no
28,services,single,secondary,0,229,yes,no,unknown,9,may,322,1,-1,0,unknown,no
26,student,single,secondary,0,203,no,no,cellular,16,nov,104,1,196,1,failure,no
52,technician,married,secondary,0,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
42,unemployed,married,secondary,0,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
33,technician,divorced,tertiary,0,39,no,no,cellular,19,aug,123,5,-1,0,unknown,no
73,retired,married,primary,0,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
35,admin.,single,secondary,0,57,no,yes,cellular,8,jul,632,2,-1,0,unknown,no
40,management,married,tertiary,0,1548,yes,no,cellular,13,apr,101,3,-1,0,unknown,no
51,technician,married,secondary,0,117,no,no,cellular,24,aug,467,2,88,4,other,yes
37,admin.,single,secondary,0,0,yes,no,cellular,16,apr,640,2,-1,0,unknown,no
39,management,married,tertiary,0,691,yes,yes,cellular,16,apr,517,1,255,1,failure,no
28,blue-collar,married,secondary,0,64,yes,no,unknown,13,may,160,3,-1,0,unknown,no
49,technician,divorced,tertiary,0,0,yes,no,cellular,12,jun,177,3,-1,0,unknown,no
36,admin.,married,secondary,0,957,yes,no,unknown,21,may,206,1,-1,0,unknown,no
45,technician,married,secondary,0,118,yes,no,unknown,7,may,208,2,-1,0,unknown,no
29,technician,single,tertiary,0,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
35,management,married,secondary,0,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
35,housemaid,married,tertiary,0,20,yes,yes,cellular,17,jul,505,3,-1,0,unknown,no
30,blue-collar,married,secondary,0,-28,yes,no,cellular,18,may,284,2,371,1,failure,no
46,blue-collar,married,primary,0,665,no,no,cellular,30,jan,89,4,235,2,failure,no
25,student,single,tertiary,0,5,no,no,cellular,29,sep,138,1,-1,0,unknown,no
36,management,married,tertiary,0,925,no,no,cellular,14,dec,321,3,189,4,success,yes
42,blue-collar,married,primary,0,2519,yes,no,unknown,15,may,262,4,-1,0,unknown,no
57,admin.,married,secondary,0,3927,no,no,cellular,13,oct,61,1,-1,0,unknown,no
42,management,divorced,tertiary,0,401,yes,no,cellular,24,jul,217,9,-1,0,unknown,no
29,management,married,tertiary,0,581,yes,yes,cellular,14,jul,192,2,-1,0,unknown,no
36,technician,married,tertiary,0,1327,no,no,cellular,29,oct,174,2,-1,0,unknown,no
31,unemployed,married,secondary,0,3242,no,no,unknown,25,jun,292,2,-1,0,unknown,no
59,technician,married,primary,0,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,no
50,unemployed,divorced,secondary,0,32,no,no,cellular,4,aug,282,2,-1,0,unknown,no
47,admin.,married,secondary,0,310,yes,yes,telephone,14,aug,128,6,-1,0,unknown,no
46,housemaid,married,primary,0,0,no,no,telephone,2,feb,161,1,-1,0,unknown,no
26,blue-collar,single,primary,0,155,yes,no,cellular,29,jan,291,1,244,4,failure,no
31,services,single,secondary,0,11386,yes,no,cellular,20,nov,356,1,-1,0,unknown,no
30,services,married,tertiary,0,1380,yes,no,unknown,21,may,294,2,-1,0,unknown,no
47,blue-collar,single,unknown,0,2443,no,no,unknown,18,jun,422,1,-1,0,unknown,no
23,technician,single,tertiary,0,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes
44,unemployed,single,primary,0,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
42,self-employed,married,secondary,0,5564,no,no,cellular,17,nov,560,2,-1,0,unknown,no
32,services,single,secondary,0,-402,yes,no,cellular,17,apr,135,1,-1,0,unknown,no
28,admin.,single,secondary,0,1323,yes,no,unknown,3,jun,361,1,-1,0,unknown,no
57,retired,married,primary,0,1623,yes,yes,cellular,18,jul,246,1,-1,0,unknown,no
38,technician,married,tertiary,0,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,no
22,student,single,secondary,0,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
54,admin.,married,secondary,0,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
32,technician,married,tertiary,0,-1053,yes,no,cellular,21,jul,357,3,-1,0,unknown,no
32,management,married,tertiary,0,1667,yes,no,cellular,18,nov,164,2,179,3,failure,no
59,admin.,divorced,secondary,0,975,yes,no,unknown,15,may,263,4,-1,0,unknown,no
45,technician,married,secondary,0,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,no
53,unknown,married,primary,0,732,no,no,cellular,27,oct,759,2,-1,0,unknown,yes
50,admin.,divorced,secondary,0,769,no,no,cellular,28,jul,72,2,363,4,failure,no
34,technician,married,secondary,0,-136,yes,yes,cellular,12,aug,131,2,-1,0,unknown,no
35,admin.,divorced,secondary,0,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
30,management,married,tertiary,0,931,no,no,cellular,17,jul,1183,1,-1,0,unknown,no
62,housemaid,married,secondary,0,565,no,no,cellular,4,sep,123,3,-1,0,unknown,no
40,blue-collar,married,secondary,0,271,yes,no,unknown,29,may,483,2,-1,0,unknown,no
26,self-employed,single,tertiary,0,1153,no,no,cellular,4,may,238,3,-1,0,unknown,no
34,management,married,tertiary,0,-73,yes,no,cellular,11,jul,90,1,-1,0,unknown,no
50,unknown,married,unknown,0,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
31,unknown,divorced,tertiary,0,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
35,technician,married,secondary,0,700,yes,no,unknown,23,may,240,2,-1,0,unknown,no
55,retired,married,primary,0,-966,no,yes,cellular,14,may,104,1,-1,0,unknown,no
34,admin.,married,secondary,0,96,no,no,cellular,29,aug,109,2,-1,0,unknown,no
58,retired,married,primary,0,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,no
50,management,single,tertiary,0,567,yes,no,unknown,16,may,274,8,-1,0,unknown,no
31,technician,single,secondary,0,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no
47,admin.,divorced,secondary,0,136,no,yes,cellular,23,jul,70,1,-1,0,unknown,no
38,self-employed,single,tertiary,0,917,yes,no,unknown,23,may,260,1,-1,0,unknown,no
46,management,single,tertiary,0,593,yes,no,cellular,29,jan,190,3,-1,0,unknown,no
42,blue-collar,married,primary,0,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no
34,blue-collar,married,secondary,0,2542,yes,no,cellular,14,may,228,1,-1,0,unknown,no
37,management,married,tertiary,0,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes
38,student,single,tertiary,0,807,no,no,cellular,27,feb,74,2,-1,0,unknown,no
59,retired,married,secondary,0,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
32,admin.,married,secondary,0,0,no,no,cellular,30,jan,119,3,-1,0,unknown,no
55,management,married,tertiary,0,540,no,no,cellular,19,nov,124,2,-1,0,unknown,no
35,blue-collar,married,secondary,0,280,yes,yes,cellular,31,jul,65,50,-1,0,unknown,no
56,management,divorced,tertiary,0,-59,no,yes,cellular,28,jul,127,6,-1,0,unknown,no
27,admin.,married,secondary,1,-517,yes,no,cellular,14,jul,172,3,-1,0,unknown,no
42,unemployed,single,secondary,0,2613,yes,no,cellular,30,jul,174,6,-1,0,unknown,no
42,student,married,unknown,0,-7,no,no,telephone,31,jul,41,6,-1,0,unknown,no
41,blue-collar,married,primary,0,0,yes,no,unknown,30,may,232,3,-1,0,unknown,no
53,retired,divorced,secondary,1,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,no
67,retired,married,primary,0,2301,no,no,cellular,16,apr,124,1,-1,0,unknown,no
53,housemaid,married,primary,0,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes
33,blue-collar,married,primary,0,191,yes,no,unknown,9,may,162,2,-1,0,unknown,no
31,technician,single,unknown,0,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no
31,admin.,married,secondary,0,212,yes,no,cellular,18,jul,191,3,-1,0,unknown,no
30,management,married,tertiary,0,1882,yes,no,cellular,11,aug,249,5,-1,0,unknown,no
48,blue-collar,married,unknown,0,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
30,technician,single,secondary,0,175,no,no,cellular,25,aug,167,4,-1,0,unknown,no
43,technician,single,tertiary,1,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no
38,management,divorced,tertiary,0,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no
46,unemployed,married,secondary,0,3533,yes,no,cellular,12,aug,235,2,-1,0,unknown,no
59,blue-collar,divorced,secondary,0,3573,no,no,cellular,15,may,44,1,-1,0,unknown,no
44,management,divorced,tertiary,0,476,yes,yes,unknown,26,may,127,2,-1,0,unknown,no
35,blue-collar,married,secondary,0,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no
55,blue-collar,married,unknown,0,23,no,no,cellular,30,jan,143,1,2,3,other,no
39,management,single,tertiary,0,0,yes,no,cellular,16,apr,81,2,-1,0,unknown,no
36,services,single,secondary,0,398,yes,yes,unknown,17,jun,77,2,-1,0,unknown,no
33,blue-collar,married,secondary,0,745,yes,no,unknown,23,may,115,4,-1,0,unknown,no
48,management,single,tertiary,0,8106,no,no,unknown,17,nov,125,1,111,3,failure,no
33,management,single,tertiary,0,0,no,no,cellular,19,aug,53,4,-1,0,unknown,no
67,retired,married,unknown,0,696,no,no,telephone,4,may,77,2,-1,0,unknown,no
48,unemployed,divorced,secondary,0,1266,yes,no,telephone,3,feb,45,1,-1,0,unknown,no
57,management,married,tertiary,0,2416,no,no,cellular,11,aug,74,2,-1,0,unknown,no
31,housemaid,married,primary,0,25,no,no,cellular,21,aug,169,5,-1,0,unknown,no
30,student,single,tertiary,0,7513,no,no,cellular,11,aug,269,2,-1,0,unknown,no
56,entrepreneur,divorced,primary,0,29,no,no,cellular,29,jan,52,2,227,1,failure,no
26,blue-collar,married,primary,0,5116,yes,no,cellular,22,jul,246,3,-1,0,unknown,no
44,management,married,secondary,0,-1746,yes,no,unknown,20,jun,218,1,-1,0,unknown,no
44,technician,divorced,secondary,0,14,no,no,cellular,13,nov,167,1,92,1,success,yes
31,management,married,tertiary,0,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes
47,self-employed,married,unknown,0,14,yes,no,cellular,15,may,142,1,-1,0,unknown,no
30,admin.,single,secondary,0,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
37,management,married,tertiary,0,767,no,yes,cellular,2,feb,204,1,-1,0,unknown,no
56,admin.,divorced,primary,0,0,no,yes,cellular,10,jul,542,1,-1,0,unknown,no
43,management,single,secondary,0,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown,no
42,services,married,secondary,0,508,yes,no,unknown,30,may,70,1,-1,0,unknown,no
60,management,married,secondary,0,725,yes,no,cellular,8,jul,266,1,-1,0,unknown,no
34,blue-collar,married,unknown,0,41,yes,no,cellular,6,may,34,9,-1,0,unknown,no
34,management,single,tertiary,0,184,no,no,cellular,22,jul,203,4,-1,0,unknown,no
41,management,married,tertiary,0,251,no,yes,unknown,6,jun,85,3,-1,0,unknown,no
38,management,divorced,secondary,0,-17,no,no,cellular,21,nov,11,4,-1,0,unknown,no
23,services,married,secondary,0,-19,yes,no,unknown,20,jun,13,10,-1,0,unknown,no
33,management,married,tertiary,0,1064,yes,no,cellular,13,may,562,1,-1,0,unknown,yes
36,blue-collar,married,secondary,0,777,yes,no,cellular,6,may,185,3,-1,0,unknown,no
49,unemployed,married,tertiary,0,377,no,no,cellular,22,may,158,1,59,2,failure,no
34,admin.,divorced,secondary,0,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
40,technician,divorced,secondary,0,-375,yes,no,cellular,13,may,60,5,-1,0,unknown,no
72,retired,married,primary,0,796,no,no,cellular,24,apr,173,2,-1,0,unknown,no
43,technician,married,secondary,0,17,yes,no,unknown,16,may,353,4,-1,0,unknown,no
44,blue-collar,married,secondary,0,1071,yes,no,cellular,11,may,143,3,357,1,failure,no
35,admin.,married,secondary,0,0,yes,no,cellular,20,apr,18,5,-1,0,unknown,no
46,admin.,divorced,secondary,0,7378,no,no,cellular,18,nov,466,1,-1,0,unknown,no
55,admin.,married,secondary,0,865,yes,no,cellular,17,apr,85,1,151,1,failure,no
50,technician,divorced,secondary,0,-701,yes,yes,cellular,24,jul,148,1,-1,0,unknown,no
23,blue-collar,single,unknown,0,817,yes,no,cellular,18,may,123,1,-1,0,unknown,no
34,student,married,unknown,0,1387,no,no,cellular,30,apr,121,1,-1,0,unknown,no
40,blue-collar,married,secondary,0,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,no
61,retired,married,secondary,0,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
53,technician,married,secondary,0,4541,yes,no,unknown,15,may,190,6,-1,0,unknown,no
57,technician,married,secondary,0,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
28,blue-collar,married,secondary,0,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
25,admin.,married,secondary,0,242,yes,no,cellular,30,jul,62,12,-1,0,unknown,no
38,blue-collar,married,secondary,0,171,yes,yes,unknown,20,may,172,1,-1,0,unknown,no
27,services,single,secondary,0,259,yes,no,unknown,23,may,78,10,-1,0,unknown,no
45,blue-collar,married,secondary,0,827,yes,no,unknown,15,may,319,5,-1,0,unknown,no
31,services,single,secondary,0,469,no,yes,cellular,2,feb,111,1,-1,0,unknown,no
39,blue-collar,married,primary,0,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
42,technician,married,secondary,0,0,no,no,cellular,29,aug,82,12,-1,0,unknown,no
46,management,married,tertiary,0,477,yes,no,unknown,20,may,128,6,-1,0,unknown,no
36,services,married,secondary,0,42,yes,no,unknown,8,may,102,4,-1,0,unknown,no
30,management,single,tertiary,0,775,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
32,blue-collar,married,secondary,0,9,yes,no,cellular,17,apr,334,2,-1,0,unknown,no
52,technician,married,tertiary,0,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
31,management,married,tertiary,0,2395,no,no,cellular,27,apr,218,1,-1,0,unknown,no
60,management,married,primary,0,4895,no,no,unknown,9,jun,313,1,-1,0,unknown,no
35,blue-collar,single,secondary,0,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
38,management,married,tertiary,0,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
46,management,divorced,tertiary,0,134,no,no,cellular,19,aug,134,2,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,0,1273,yes,yes,unknown,11,jun,197,3,-1,0,unknown,no
59,services,married,secondary,0,0,yes,no,cellular,12,may,214,3,-1,0,unknown,no
34,management,married,tertiary,0,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown,no
33,technician,divorced,secondary,0,0,yes,no,cellular,7,may,177,2,-1,0,unknown,no
46,management,single,secondary,0,295,yes,no,unknown,23,may,141,6,-1,0,unknown,no
48,admin.,married,secondary,0,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown,no
31,services,single,secondary,0,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no
32,technician,married,secondary,0,4,no,no,cellular,4,feb,145,2,260,4,failure,no
35,blue-collar,divorced,primary,0,-587,yes,no,unknown,26,may,111,1,-1,0,unknown,no
36,blue-collar,single,primary,0,367,no,no,cellular,2,feb,217,1,221,1,failure,no
52,management,married,tertiary,0,-1224,yes,no,cellular,7,may,253,4,-1,0,unknown,no
45,management,divorced,tertiary,0,959,no,no,unknown,18,jun,74,1,-1,0,unknown,no
34,management,married,tertiary,0,0,no,no,cellular,20,aug,263,2,-1,0,unknown,no
25,blue-collar,married,primary,1,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,no
26,management,single,tertiary,0,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
57,management,married,unknown,0,0,no,no,cellular,30,sep,585,1,-1,0,unknown,no
48,management,married,primary,0,247,yes,yes,unknown,14,may,145,1,-1,0,unknown,no
48,technician,married,unknown,0,5543,no,no,unknown,16,jun,143,5,-1,0,unknown,no
32,blue-collar,married,primary,0,642,no,yes,cellular,8,jul,524,1,-1,0,unknown,no
58,retired,married,secondary,0,11,no,no,cellular,11,aug,270,1,-1,0,unknown,no
57,management,married,primary,0,-226,yes,no,unknown,4,jun,272,1,-1,0,unknown,no
31,entrepreneur,married,tertiary,0,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,no
33,blue-collar,single,secondary,0,-320,no,no,cellular,18,may,268,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,0,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,no
36,admin.,married,secondary,0,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
32,technician,single,tertiary,0,705,yes,no,cellular,20,apr,20,4,-1,0,unknown,no
45,blue-collar,married,secondary,0,776,yes,no,cellular,6,feb,232,4,253,1,failure,no
35,unemployed,married,tertiary,0,816,yes,no,cellular,19,nov,547,7,-1,0,unknown,no
41,services,married,secondary,0,171,no,no,cellular,21,jul,71,9,-1,0,unknown,no
54,services,married,secondary,0,812,no,no,cellular,31,jul,113,6,-1,0,unknown,no
49,services,married,secondary,0,823,no,no,cellular,8,aug,780,4,-1,0,unknown,yes
28,technician,single,secondary,0,1453,yes,no,cellular,12,may,246,1,343,1,other,no
24,blue-collar,single,unknown,0,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
30,admin.,single,secondary,0,1009,yes,no,cellular,29,jan,253,1,-1,0,unknown,no
32,self-employed,married,primary,0,286,yes,no,cellular,6,aug,175,1,-1,0,unknown,no
53,entrepreneur,married,tertiary,0,22370,yes,no,unknown,15,may,106,1,-1,0,unknown,no
42,blue-collar,married,primary,0,2111,yes,no,cellular,7,may,86,2,-1,0,unknown,no
48,blue-collar,married,primary,0,5366,yes,no,unknown,21,may,248,3,-1,0,unknown,no
33,technician,married,secondary,0,181,yes,yes,telephone,28,jul,265,2,-1,0,unknown,no
31,blue-collar,divorced,secondary,0,-452,yes,no,unknown,26,may,182,5,-1,0,unknown,no
56,unemployed,divorced,primary,0,1770,no,no,cellular,5,feb,916,3,-1,0,unknown,no
58,retired,married,primary,0,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
37,admin.,single,secondary,0,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,no
59,management,married,primary,0,2358,yes,no,cellular,17,apr,30,1,-1,0,unknown,no
50,management,single,tertiary,0,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
39,housemaid,single,primary,0,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
30,technician,married,secondary,0,616,yes,no,cellular,6,may,19,1,-1,0,unknown,no
47,services,divorced,secondary,0,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,no
44,self-employed,married,secondary,0,313,no,no,cellular,6,aug,211,4,-1,0,unknown,no
38,blue-collar,married,primary,0,290,yes,no,cellular,16,apr,283,1,-1,0,unknown,no
50,management,married,tertiary,0,1240,no,no,cellular,12,aug,474,2,-1,0,unknown,no
27,admin.,single,tertiary,0,3672,yes,no,cellular,15,may,157,2,351,5,failure,no
73,retired,married,secondary,0,19,no,no,cellular,5,nov,509,2,-1,0,unknown,no
46,blue-collar,married,primary,0,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
56,retired,divorced,secondary,0,212,no,yes,telephone,17,jul,27,1,-1,0,unknown,no
36,management,married,tertiary,0,9,no,no,cellular,11,aug,386,4,-1,0,unknown,yes
33,blue-collar,married,primary,0,3074,no,no,cellular,18,nov,679,1,-1,0,unknown,no
40,management,married,tertiary,0,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
52,management,married,tertiary,0,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no
51,blue-collar,married,secondary,0,397,yes,no,cellular,20,aug,293,2,-1,0,unknown,no
33,blue-collar,married,secondary,0,640,yes,no,cellular,3,feb,439,3,-1,0,unknown,no
54,services,married,secondary,0,158,yes,no,unknown,19,may,198,1,-1,0,unknown,no
44,management,married,secondary,0,2984,yes,no,unknown,15,may,770,2,-1,0,unknown,no
